app_key,category,package,version_code,date_analysis,number_of_classes,size,rating,nb_download,number_of_methods,number_of_activities,number_of_services,number_of_interfaces,number_of_abstract_classes,number_of_broadcast_receivers,number_of_content_providers,number_of_variables,number_of_views,number_of_inner_classes,number_of_async_tasks
app key,GAMES,com.xmission.trevin.android.todo,version code,2016-03-30 12:03:43.221,161,811653,3.1,10+,610,7,5,5,5,1,1,706,2,135,0
