app_key,category,package,version_code,date_analysis,number_of_classes,size,rating,nb_download,number_of_methods,number_of_activities,number_of_services,number_of_interfaces,number_of_abstract_classes,number_of_broadcast_receivers,number_of_content_providers,number_of_variables,number_of_views,number_of_inner_classes,number_of_async_tasks
app key,GAMES,de.geeksfactory.opacclient,version code,2016-46-30 11:46:59.932,367,811653,3.1,10+,2176,12,1,18,27,2,1,1213,5,240,22
